complaint_text,label
"Nagtungo sa Tanggapan ng Punong Barangay sina - at -, may sapat na gulang, may asawa, taga Bulakin 2, Dolores, Quezon kasama ang asawang si -, at si - Kagawad - ng Bulakin at si - Gng. -, upang linawin kung bakit nadamay ang pangalan ni - sa mangyayari kay - ng Konsehal -. Wala namang ibang concern tungkol dito, at upang linawin ang lahat.",Family Matters
"Kami ay nag uusap usap ng biglang nagwala si - na tiyuhin namin, at sinabihan kami ng kapatid ko na si - na may kalalagyan daw kami sa kanya at minura ng paulit ulit ng ‘putang ina mo’ tapos dinuro duro pa. Sinabi din nya na tatapusin nya daw kami ngayon din. Inambahan nya din ako ng suntok.",Money/Debt Disputes
"No Date Nagtungo sa Tanggapan ng Punong Barangay sina - taga Lucban, Quezon at - taga San Antonio 2 San Pablo City upang makausap sina - at - kapwa taga Sitio Galong ng brgy na ito upang pag-usapan ang paglilipat ng bahay, Ayon kay - ay palilipatin si - sa tabi ng bahay ng kanyang magulang kapag tataniman na ang pwesto ng kanyang bahay at kung sakali magkakasukatan ay bibigyan siya ng pwesto ng pagbabahayan. Ayon naman kay - si - ay saka palilipatin kapag na sukat ang lupa at si - lang ang kausap dito, pangsamantala ay ipapaayos ni - ang pinagtitirikan ng kanyang bahay at ang mga gagamitin ay puro light materials lamang.",Property Disputes
Nagtungo sa tanggapan ng brgy si - para hilingin sa punong brgy na maipatawag si - na nangungupahan sa kanyang apartment na hindi nakakabayad sa upa ng humigit limang buwan na.,Property Disputes
"Reklamo sa pangungupahan ni - ng hindi makakabayad, nagkasundo sila na titigil hanggan Enero 2023. Ayon sa may ari na si - at ang ref. Ay siyang magiging kabayaran sa mga nagdaang upa sa bahay.",Money/Debt Disputes
Ang naaksidente na si - ay dumating sa tanggapan ng brgy. Para sa unang patawag ng tupon.ngunit ang pamilya ng nakaaksidente ay hindi dumulog ngayong araw.,Family Matters
"Nagtungo sa Tanggapan ng Punong Barangay ang mag-amang sina - at -, taga Sitio Labak ng Barangay na ito, upang ipaalam na ang anak/kapatid na si - 33 taong gulang ay umalis na kanilang bahay noon pang Enero 11, 2023 humigit kumulang ala 4 ng hapon, at hanggang sa mga oras na ito ay hindi pa umuuwi sa kanila si -. ​ LALIG (last 21) AIRON 5-26-26 Ukol sa pagpapagawa ng nasirang motor ni Jerwin dahil kina Arnel at Lorenz. Napagkasunduan na ipapagawa ang motor ni Jerwin sa Motorcycle Repair Shop nina sa Barangay Bukal, Tiaong, Quezon. At kung ano man ang maging kagastusan ay babayaran ni Lyka.",Family Matters
"5-26-26 Ukol sa pagkakautang ni Nelia kay Nilo na may kabuuang halaga na 190,000 pesos. Napagkasunduan na ngayong ika - 26 ng Mayo 2026 magbibigay si Nelia kay Nilo 50,000 pesos. At sa July 30, 2026 muling mag bibigay si Nelia ng 50,000 pesos. At ang matitirang 90,000 pesos ay babayaran ng 10,000 pesos kada buwan simula August 30, 2026 at tuwing katapusang araw hanggang sa matapos ang pagkakautang.",Money/Debt Disputes
"5-26-26 Nagsadya sa tanggapan ng Sangguniang Barangay ng Lalig si Cesar Tibayan Hernandez residente ng Sitio Bakahan, Brgy Lalig, Tiaong, Quezon upang ipagbigay alam ang pagkawala ng kanyang National ID. Ayon kay Cesar ay noon pang buwan ng Disyembre 2025 ito nawala. At nais niyang ipatala dito sa tanggapan upang maging batayan",Property Disputes
"5-25-26 Nagsadya sa tanggapan ng Sangguniang Barangay ng Lalig si Modesto Castillo, residente ng Poblacion 4, Tiaong, Quezon upang ipagbigay alam ang ingay na nagmumula sa DJ Resort dahil sa banda at videoke na lumalampas na sa tamang oras ng pag-gamit nito na halos araw-araw nangyari na nakakaapekto na sa mga residente malapit sa resort.",Neighbor Disputes
"5-25-26 Nagsadya sa tanggapan ng Sangguniang Barangay ng Lalig si Jerwin Pakal, nasa wastong gulang at residente ng Barangay Bukal, Tiaong, Quezon upang ipagbigay alam ang nangyaring pagsira sa kanyang motorsiklo na Rusi na hindi ng hindi nakikilalang indibidwal noong May 24, 2026, bandang alas - 11 ng gabi sa Sitio Bakahan, Tiaong, Quezon.",Property Disputes
"No DATE Nagharap sa tanggapan ng Sangguniang Barangay ng Lalig sina Kon. Marlon Comia, Maribel Comia, Nestro Caubara at Nenito Caubara ukol sa paglalagay ng tangkal ni Nestor sa lupang pinamamahalaan nina Marlon at Maribel. Pati na rin ang tangkang paghampas ni Nestor kay Marlon. Humingi ng pasensya sina Nestor at Nenita kung anuman ang masamang nagawa at nangako na hindi na mauulit ang nangyari at nagkasundo na ang magkabilang panig.",Property Disputes
"5-22-26 Nagsadya sa tanggapan ng Sangguniang Barangay ng Lalig sina Kon. Marlon Comia, Maribel Comia Mendoza kapwa nasa wastong taong gulang at mga residente ng Poblacion 4, Tiaong, Quezon at ang katiwala sa lupang pagmamay-ari ni Nino Arliano upang humiling na makausap sina Nestor Caubara, nakikitirik sa nasabing lupa sa loob ng public market Brgy Lalig Tiaong Quezon. Ukol sa walang pahintulot na pagtatayo ng tangkal sa nasabing lupa.",Property Disputes
"5-22-26 Nagsadya sa tanggapan ng Sangguniang Barangay ng Lalig si Rufina Alice Mercado nasa wastong taong gulang at mga residente ng Liwayway Village, Tiaong, Quezon upang ipagbigay alam ang hindi pagbabayad ng renta o deposit sa Apartment ni Rufina Alice, na si Margartte Chua, simula May 10 2026.",Property Disputes
"5-22-26 Nagsadya sa tanggapan ng Sangguniang Barangay ng Lalig si Rufina Alice Mercado nasa wastong taong gulang at mga residente ng Liwayway Village, Tiaong, Quezon upang ipagbigay alam ang hindi pagbabayad ng umuupa sa kanilang apartment na sina Dave at Chris sa loob ng apat na buwan na nagkakahalagang 14,000 pesos.",Money/Debt Disputes
"5-20-26 Nagkaharap sa tanggapan ng barangay itong sina _, _ at _ upang mapag usapan ang hindi natapos na pinapagawang pool.",Contract Disputes
"5-22-26 Nagsadyang muli sina _ at _ kapwa nasa wastong taong gulang, upang kusang loob na ibigay ang ni _ ang titulo ng lupang isinangla niya kay _ noong May 19, 2026.",Property Disputes
5-19-26 Ako si _ 42 yrs old taga Sitio Cassandra Subd. Barangay Lalig Tiaong Quezon ay tumanngap ng kalahating milyong piso dito kay _ bilang perang sanla sa lote. Napagkasunduan din na may sampung porsyentong interest sa kalhating milyon kada buwan.,Money/Debt Disputes
"5-19-26 Nagsadya sa tanggapan ng Sangguniang Barangay ng Lalig si _ nasa wastong taong gulang at residente ng Sitio Bakaha, Tiaong, Quezon bilang tugon na makausap si _ ukol sa pagkautang ni _ kay _ na nagkakahalagang 3,100, na napagkasunduang bayaran ni _ kay _ noong May 15, 2026 ngunit hindi ito nabayaran.",Money/Debt Disputes
"5-19-26 Nagsadya sa tanggapan ng Sangguniang Barangay ng Lalig sina _, _, _, _, _, _, _ ukol sa idinulog ni _ na tangkang pagsaksak sa kanila nina _ at _, Ayon kay _ ay wala siyang dalang kutsilyo noong panahong iyon at kung may masama man silang nagawa ay nangangako na hindi na mauulit ang nangyari. At ito naman ay tinangap ng kabilang panig.",Petty Criminal Offenses
"5-18-26 Nagsadya sa tanggapan ng Sangguniang Barangay ng Lalig sina _, _, _, _, _, _, _ ukol sa swimming pool ni _ na nabutas. Napagkasunduan na hindi na pababayadan ang nabutas na swimming pool at tinatapos na ang usapin ukol dito at wala ng pag hahabol sa bawat isa.",Contract Disputes
"5-19-26 Pagpapatunay na nagka bentahan ng motorsiklo na Yamaha Mio sporty, plate # _, engine # _ na pag mamayari ni _ residente ng Sitio Kuta na ipinagbenta kay _ sa halagang 15,500 pesos.",Money/Debt Disputes
"5-18-26 Nagharap sa tanggapan ng Sangguniang Barangay sina _, _ ukol sa idinulog ni _ na pagsugod at pagbabanta sa kanya ni _. Pagkatapos marinig ang panig ng bawat isa ay nagkasundo na, at nangako na hindi na mauulit ang nangyari.",Neighbor Disputes
"5-18-26 Nagsadya sa tanggapan ng Sangguniang Barangay si _, residente ng Sitio Guinting upang hilingin na makausap sina _, _, _, _ ukol sa nasirang swimming pool ni marianne.",Property Disputes
"5-15-26 Muling nagkaharap sa tanggapan ng Sangguniang Barangay sina _, _, _, _ ukol sa ipinagawang solar panel ni _ at _ na hindi natapos. Hindi natupad ni _ ang kanyang pangako na magbabalik ng 100,000 ngayon ika - 15 ng Mayo, Kaya’t ang usapin ay idinulog na sa Lupon ng Tanggapan.",Contract Disputes
"BULAKIN 2 AIRON No DATE!​ ​ blinoblockmail sa pamamagitan na paghingi na malaking halaga, Pinagbintangan nagnakaw sa halagang 4000 ngayon pinagbabayaran nya na 10x halagang 40,000. Tinataot nya ako na pag hindi ako nag bayad ay papawarant nya daw ako sa pulis at ikakalat nya daw sa social media at ipapaskil ang picture ka sa harap na tindahan nila. Ang pera na kinuha ko ay sahod ko kinuha ko kari routine na namin yun,",Money/Debt Disputes
Enero 2026 Sa kadahilanang sa pagbibintang na sya ay ipinauupa na papatayin ng walang katibayan na kahit ano na pinasabing ang nag sabi daw ay sia Ian Manalo at si Emilio Erano.,Property Disputes
"Enero 23, 2025 Si Manny Caneo ay hindi pinapayagan pumunta kina Robie Dela Luna ay napagkasunduan ito ngayong . At hindi inaalis na kapag nagkita sa daan ay magbatian.",Contract Disputes
"2025 Inirereklamo ko si Marilou Rabino hinggil sa pagkakautang sa akin simula pa noong July 7, 2025 upang ako’y kanyang mabayaran. Ilang pangako ng hindi naman natupad. Na patagal ng patagal ay palaki ng palaki ang tubo. POB 2 AIRON 11-4-23 Sa paghaharap ng magkabilang panig ang mga rereklamo _ at ang inererklamo na si _ sa kanilang pagpupulong ang magkabilang panig ay magkasunod na ang utang ni _ kay _. Na nag kakahalagang 22,000 pesos ay babayarin ni _ sa ika - 10 ng Nobyembre 2023. Kanila ding napagkasunduan na kapag hindi nakapag bayad si _ sa takdang petsa ng napag kasunduan ang pangulong barangay _ na sasagutan niya sa korte",Money/Debt Disputes
11-20-23 Ako po si _ may sapat na gulang may asawa at naninirahan sa Kalye Donya Tating Brgy Pob 2 Tiaong Quezon ay dumulog sa Brgy upang ipagbigay alam na silang mag asawa ay naghihiwalay na sa kadahilanan na nahuli siya na mayroon itong kalaguyo.,Family Matters
"11-27-23​ Dumulog si _ sa may sapat na gulang may Milk Tea Shop na nakatayo sa Kalye Escudero Brgy Pob 2 Tiaong Quezon na maghain ng reklamo sa barangay sa kadahilanang ang kanilang shop ay pinagnakawan. Ang pangyayari ay naganap noong ika - 24 ng Nobyembre 2023, humigit kumulang ikaw - 2:30 ng madaling araw.",Petty Criminal Offenses
11-30-23 Dumulog sa Brgy si _ may sapat na gulang naninirahan sa Bagong Silang Brgy Quipot Tiaong Quezon upang ireklamo ang tambak na basura sa harap ng aming nasasakupan.,Neighbor Disputes
"12-20-23 Dumulog sa tanggapan ng Brgy si _ may asawa, nasa tamang gulang. Ako po ay nasa bilyaran dumating si _ ng humigit kumulang ng 8 ng gabi, ako ay kanyang pinuntahan at galit na galit sa akin. Ako po ay binunutan ng patalim kaya ako po ay nag rereklamo sa kanya.",Family Matters
"1-24-24 Dumulog sa tanggapan ng Brgy si _ 48 taong gulang binata, naninirahan sa Brgy Palagaran Tiaong Quezon. Bumabyahe ng tricycle na ang ruta ay Quipot at Bayan siya ay naghain ng reklamo laban kay _ may sapat na gulang naninirahan sa Brgy sa Pob 1 Tiaong Quezon, dahilan sa pananamantala sa akin. Ang pangyayari ay naganap noong ika - 23 ng enro 2024, humigit kumulang ika - 3:30 ng hapon. Ako po ay bigla na lang sinugod at sinuntok.",Petty Criminal Offenses
"2-1-24 Dumulog sa tanggapan ng Brgy si _ taga San Pablo upang maghain ng reklamo laban kay _ may sapat na gulang naninirahan sa pob 2 Tiaong Quezon, dahilan sa pagbebenta ng kanilang produkto na hindi binigyan ng resibo.",Property Disputes
2-10-24 Dumulog sa tanggapan ng Brgy si _ may sapat na gulang naninirahan sa Brgy Lalig Tiaong Quezon at nag hain ng reklamo laban kay _ may sapat na gulang at may ari ng Angry Baboy dahil sa hindi niya pagtupad sa kasunduan.,Property Disputes
"3-14-24 Sa pag haharap ng magkabilang panig sa Brgy ang may ari ng kotse na si _ may sapat na gulang may asawa naninirahan sa Brgy Quipot at ang may ari ng motorsiklo na naka bunggo sa kotse na si _. Ang magkabilang panig ay nagkasundo na mag babayad ng 2,500 pesos.",Family Matters
3-14-24 Sa paghaharap ng magkabilang panig ang nagrereklamong si _ at ang inerereklamo _ na kinatawan ng kanyang kapatid na si _ ang magkabilang panig ay nagkasundo na ang lupa na tinayuan ni _ ay kukuhanan ng kaunting parte o ilang metro ng lupa.,Property Disputes
"3-21-24 Dumulog sa Brgy si _ sapat na gulang may sapat na gulang na naninirahan sa Brgy Lalig at namamasada ng tricycle na nakaparada sa harap ng Puregold, ay nasabitan ng truck at tinakbuhan ng driver, kaya ito ay dumulog na sa lupon ng sinasakupan.",Property Disputes
3-29-24 Dumulog sa Brgy si _ sa Brgy Outpost upang ipaalam na siya ay sinipa at pinag diskitahan at kinuha ang kanyang TV sa Brgy Lumingon.,Property Disputes
"3-30-24 Sa paghaharap ng magkabilang panig, ang may ari ng sasakyan na nabundol ni _ na pag mamayari ni _, sila ay nag kasundo na ito ay bayaran ni _ noong ika - 28 ng marso 2024. Humigit kumulang 2000 pesos, nag send na GCash na 500 kay _ nung Marso 30, 2024 at 1,500 para sa kabuuang bayad.",Money/Debt Disputes
"4-1-24 Sa paghahanap ng magkabilang panig ang ama at ina ni _ na sina _ at _, at ang asawa ni _. Ang magkabilang panig ay nagkasundo na si _ ay kukunin na sa puder nina _ dahil sa hindi pagtustos ng sustento nito sa anak nilang si _.",Family Matters
"4-4-24 Dumulog sa Brgy si _ sapat na gulang may asawa naninirahan sa Sitio Maluban, Brgy Lumingon at naghain ng reklamo sa Brgy laban kay _ may sapat na gulang na naninirahan sa Pob 2. Sa kadahilanang hindi niya pagtupad sa aming usapan na kanyang babayaran ang hiniram na pera na nagkakahalagang 60,000.",Money/Debt Disputes
5-2-24 Isang concern citizen ang nag report sa Brgy na may motorcycle na naka parada sa Pob 2. Ito raw ay isa sa mga motor na ginamit sa nakawan sa isang Barangay.,Petty Criminal Offenses
"5-3-24 Dumulog sa Brgy si _ sapat na gulang naninirahan sa Brgy Lumingon. Ukol sa hindi pagbabayad ng utang sa kanya na si _ na nagkakahalagang 16,000. Noon pa itong Enero 23 2024",Money/Debt Disputes
"5-19-24 Dumulog sa Brgy si _ sapat na gulang, Naghain ng reklamo laban kay _. Dahilan sa ang anak niyang si _ ay inihagis mula sa kabilang bakod na nag resulta ng pagkakaroon ng galos at pasa sa katawan.",Family Matters
"5-28-24 Sa paghaharap ng dalawang panig, ang nagrereklamong si _ na kinakatawan ni _ at ang inirereklamong _. Ang magkabilang panig ay nagkasundo na ang pera na nagastos ni _ sa pagbebenta ng produkto ng Man Power Servic na walang resibo na umabot ng 13,116 pesos. Sila ay nagkasundo na ito ay babayaran ni _ tuwing katapusan.",Money/Debt Disputes
"5-31-24 Dumulog sa Brgy si _ na may edad na 56 taong gulang may asawa na naninirahan sa Brgy San Pedro at naghain ng reklamo laban kay _ na naninirahan sa Pob 2, dahilan sa paninipa. Ang pangyayaring ito ay naganap noong May 30, 2024 humigit kumulang 8:30 ng gabi. Ito ay naganap sa bilyaran sa Kalye Donya Tating, Pob 2.",Family Matters
"6-1-24 Sa paghaharap ng magkabilang panig, ang nagrereklamo na si _ at ang nirereklamo _. Ang magkabilang panig ay nagkasundo na bibigyan ni _ ng 5,000 pesos bilang kabayaran sa disgrasyang natamo nito.",Money/Debt Disputes
"6-4-24 Dumulog sa tanggapan si _ may asawa na ninirahan sa Dolores, sa kadahilanang nakapulot siya ng wallet na nag lalaman ng mahahalagang ID at naka pangalan kay _. Kusang loob nya itong isinauli sa lupon ng tanggapan sa barangay.",Family Matters
"6-6-24 Dumulog sa tanggapan si _ may edad na 23 taong gulang naninirahan sa Brgy Bukal. At nag bigay ng reklamo laban kay _ sapat na gulang at naninirahan sa Pob 2 sa kadahilanang hindi naghuhulog sa kanyang cellphone simula pa noong April 20, 2024 hanggang May 20, 2024. Na umabot sa 8,700 pesos.",Money/Debt Disputes
"6-10-24 Dumulog sa tanggapan si _ may edad na 33 taong gulang naninirahan sa Brgy Lusacan at naghain ng reklamo laban kay _ may edad na 40 taong gulang naninirahan sa Pob 2 at si _ may edad na 25 taong gulang live in partner ni _. Dahil hindi nagbabayad sa kanilang inuupahang apartment sa Brgy Lalig, hindi sila nakakapag bayad ng 3 buwan.",Money/Debt Disputes
"​ 6-20-24 Tinanggap ko kay _ tiyahin ni _ ang halagang 13,116 pesos bilang kabayaran sa pagkakautang ni _ sa Man Power Service.",Money/Debt Disputes
"6-26-24 Dumulog sa tanggapan si _ 28 taong gulang naninirahan sa Brgy Pob 2, at naghain ng reklamo dahil nahablutan ng mga tao sa loob ng pamilihang bayan.",Petty Criminal Offenses
"7-8-24 Sa paghaharap ng dalawang panig, ang nagrereklamong si _ na kinakatawan ng kanyang anak na si _ at ang inirereklamo na si _. Ang magkabilang panig ay nagkasundo na sina _ ay aalis sa katapusan ng Hulyo 2024.",Family Matters
"7-11-24 Ako si _ may edad na 37, at ako si _ may edad na 24. Na humaharap sa kasunduan na ang aming pagtitibayan testimonya ay pinatitibay sa sandaling ito.",Contract Disputes
"7-21-24 Dumulog sa tanggapan si _ at naghahain ng reklamo laban kay _, ukol sa hindi pagbabayad sa kanyang hiniram na pera na nagkakahalagang 16,000 pesos noong pang August 3, 2023. Sa kabila ng paulit ulit na paniningil ay parang binalewala ang kanyang pagkakautang",Money/Debt Disputes
8-21-24 Dumulog sa Brgy si _ at naghain ng reklamo laban kay _ sa dahil na paghahabol ng sustento kay _ ang pangyayari ay naganap ngayong ika - 21 ng August.,Family Matters
8-22-24 Dumulog sa Brgy si _ upang maghain ng reklamo at ipinaalam ang pagkawala ng kanyang motorsiklo ang pangyayari ay naganap ngayong 22 ng Agosto. Ang motorsiklo ay sa daan nakaparada at ako po ay malayo rito.,Property Disputes
